Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
sonnax-6l80e-6l90e-1-2-3-4-piston,Sonnax 6L80E 1-2-3-4 Piston,"<p>GM 6L80E / 6L90E 1-2-3-4 pistons commonly crack due to cantilevered stress on the cast material. The OE part has been through several revisions in an attempt to correct this, but all OE versions are still chronically known to crack. Sonnax 1-2-3-4 piston 104984-01 is made from stronger, billet aluminum and has superior design refinements that add additional strength to prevent breakage and deliver maximum performance.</p>",Sonnax,Transmission Parts,"6L80, 6L90, Sonnax 6L80E 1-2-3-4 Piston, Transmission Parts",TRUE,Title,Default Title,,,,,104984-01,0,,1,deny,manual,96,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Sonnax_6L80E_1-2-3-4_Piston.jpg?v=1550524428,1,Transmission Parts,FALSE,Sonnax 6L80E / 6L90E 1-2-3-4 Piston,"GM 6L80E / 6L90E 1-2-3-4 pistons commonly crack due to cantilevered stress on the cast material. The OE part has been through several revisions in an attempt to correct this, but all OE versions are still chronically known to crack. Sonnax 1-2-3-4 piston 104984-01 is made from stronger, billet aluminum and has superior design refinements that add additional strength to prevent breakage and deliver maximum performance.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"Sonnax 6L80E 1-2-3-4 Piston, Sonnax","Sonnax 6L80E 1-2-3-4 Piston, Sonnax",,FALSE,,,,,,,lb,,
sonnax-6l80e-6l90e-high-capacity-3-5-r-apply-ring,Sonnax 6L80E High Capacity 3-5-R Apply Ring,"<p>Sonnax high capacity 3-5-R apply ring is shorter than the OE apply ring. When the Sonnax apply ring is installed and the OE waved plate is eliminated, this allows for one additional OE thickness friction and steel plate to be installed increasing the 3-5-R clutch capacity by 25%. The extra clutch and steel also help dissipate heat resulting in a significantly more durable 3-5-R clutch pack that can handle modified engines with increased power output.</p>",Sonnax,Transmission Parts,"6L80, 6L90, Sonnax 6L80E High Capacity 3-5-R Apply Ring, Transmission Parts",TRUE,Title,Default Title,,,,,104548-01,0,,1,deny,manual,69,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Sonnax_6L80E_High_Capacity_3-5-R_Apply_Ring.jpg?v=1550524427,1,Transmission Parts,FALSE,Sonnax 6L80E / 6L90E High Capacity 3-5-R Apply Ring,"Sonnax high capacity 3-5-R apply ring is shorter than the OE apply ring. When the Sonnax apply ring is installed and the OE waved plate is eliminated, this allows for one additional OE thickness friction and steel plate to be installed increasing the 3-5-R clutch capacity by 25%. The extra clutch and steel also help dissipate heat resulting in a significantly more durable 3-5-R clutch pack that can handle modified engines with increased power output.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"Sonnax 6L80E High Capacity 3-5-R Apply Ring, Sonnax","Sonnax 6L80E High Capacity 3-5-R Apply Ring, Sonnax",,FALSE,,,,,,,lb,,
6l80e-6l90e-pressure-regulator-valve-kit-sonnax,"6L80E, 6L90E Pressure Regulator Valve Kit Sonnax","<p>GM 6L45, 6L50, 6L80 and 6L90 units may exhibit multiple line pressure and cooler/converter/lube flow problems due to excess wear in the pressure regulator bore. Deterioration at the balance spool end allows critical fluid loss, resulting in high line pressure, harsh shifts, and overheating due to reduced cooler/converter flow. Installing Sonnax pressure regulator valve kit 104520-03K restores the hydraulic integrity of these circuits for proper line pressure control in all ranges.</p>",Sonnax,Transmission Parts,"6L80, 6L80E, 6L90, 6L90E Pressure Regulator Valve Kit Sonnax, Transmission Parts",TRUE,Title,Default Title,,,,,104520-03K,0,,1,deny,manual,51,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/6L80E_6L90E_Pressure_Regulator_Valve_Kit_Sonnax.jpg?v=1550524426,1,Transmission Parts,FALSE,6L80E / 6L90E Pressure Regulator Valve Kit Sonnax,"GM 6L45, 6L50, 6L80 and 6L90 units may exhibit multiple line pressure and cooler/converter/lube flow problems due to excess wear in the pressure regulator bore. Deterioration at the balance spool end allows critical fluid loss, resulting in high line pressure, harsh shifts, and overheating due to reduced cooler/converter flow. Installing Sonnax pressure regulator valve kit 104520-03K restores the hydraulic integrity of these circuits for proper line pressure control in all ranges.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"6L80E, 6L90E Pressure Regulator Valve Kit Sonnax, Sonnax","6L80E, 6L90E Pressure Regulator Valve Kit Sonnax, Sonnax",,FALSE,,,,,,,lb,,
6l80e-6l90e-high-performance-boost-valve,6L80E High Performance Boost Valve,<p>Sonnax hydraulic line pressure booster kits contain stronger pressure regulator springs and large ratio boost valves designed to work together to provide progressive pressure increases as driving conditions become more demanding.</p>,Sonnax,Transmission Parts,"6L80, 6L80E High Performance Boost Valve, 6L90, Transmission Parts",TRUE,Title,Default Title,,,,,6L80-LB1,0,,1,deny,manual,38,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/6L80E_High_Performance_Boost_Valve.jpg?v=1550524425,1,Transmission Parts,FALSE,6L80E / 6L90E High Performance Boost Valve,Sonnax hydraulic line pressure booster kits contain stronger pressure regulator springs and large ratio boost valves designed to work together to provide progressive pressure increases as driving conditions become more demanding.,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"6L80E High Performance Boost Valve, Performance Boost Valve, Sonnax","6L80E High Performance Boost Valve, Performance Boost Valve, Sonnax",,FALSE,,,,,,,lb,,
6l80e-6l90e-sonnax-high-performance-pump-slide,"6L80E / 6L90E, Sonnax High-Performance Pump Slide","<p>Sonnax high-performance pump slide spring for GM 6L80E / 6L90E transmissions is able to hold the pump slide in a maximum-volume position to hold line pressure and prevent clutch failure, despite increased pressure and high engine speed.</p>",Sonnax,Transmission Parts,"6L80, 6L80E / 6L90E, 6L90, Sonnax High-Performance Pump Slide, Transmission Parts",TRUE,Title,Default Title,,,,,104534-HD,0,,1,deny,manual,8,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/6L80E___6L90E_Sonnax_High-Performance_Pump_Slide.jpg?v=1550524423,1,Transmission Parts,FALSE,,"Sonnax high-performance pump slide spring for GM 6L80E / 6L90E transmissions is able to hold the pump slide in a maximum-volume position to hold line pressure and prevent clutch failure, despite increased pressure and high engine speed.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"6L80E / 6L90E, Sonnax High-Performance Pump Slide, Sonnax","6L80E / 6L90E, Sonnax High-Performance Pump Slide, Sonnax",,FALSE,,,,,,,lb,,
6l80e-6l90e-zip-kit-sonnax,"6L80E / 6L90E Zip Kit, Sonnax","<p>This Zip Kit fits 6L45E, 6L50E, 6L80E, and 6L90E transmissions and targets the root of multiple complaints by sealing the critical circuit pressure losses so common with this platform. This exclusive kit contains very uniquely designed components to prevent the loss of pressures with in the main line, clutch apply control, solenoid feed and lockup control circuits. This kit also corrects the multiple circuits that are known to suffer from end plug leakage or poor check ball sealing. There are absolutely no special tools required to install this kit.</p>",Sonnax,Transmission Parts,"6L80, 6L80E / 6L90E Zip Kit, 6L90, Sonnax, Transmission Parts",TRUE,Title,Default Title,,,,,6L45-6L90-ZIP,9072,,1,deny,manual,295,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/6L80E___6L90E_Zip_Kit_Sonnax.jpg?v=1550524422,1,Transmission Parts,FALSE,,"This Zip Kit fits 6L45E, 6L50E, 6L80E, and 6L90E transmissions and targets the root of multiple complaints by sealing the critical circuit pressure losses so common with this platform. This exclusive kit contains very uniquely designed components to prevent the loss of pressures with in the main line, clutch apply control, solenoid feed and lockup control circuits. This kit also corrects the multiple circuits that are known to suffer from end plug leakage or poor check ball sealing. There are absolutely no special tools required to install this kit.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"6L80E / 6L90E Zip Kit, Sonnax","6L80E / 6L90E Zip Kit, Sonnax",,FALSE,,,,,,,lb,,
raybestos-6l80e-6l90e-stage-1-red-clutch-pack-module,"Raybestos 6L80E, Stage-1 Red Clutch Pack Module","<p>These Raybestos 6L80E/6L90E stage-1 clutches are a great choice street cars, heavy work trucks, and street/strip applications. This clutch module fits all 6L80E transmissions from 06 up and contain just the frictions for the entire unit. These clutches are double sided and keep the factory thickness.</p>",Raybestos,Transmission Parts,"6L80, 6L90, Raybestos 6L80E, Stage-1 Red Clutch Pack Module, Transmission Parts",TRUE,Title,Default Title,,,,,RCPS-189,9072,,1,deny,manual,209,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Raybestos_6L80E_Stage-1_Red_Clutch_Pack_Module.jpg?v=1550524421,1,Transmission Parts,FALSE,"Raybestos 6L80E/6L90E, Stage-1 Red Clutch Pack Module","These Raybestos 6L80E / 6L90E stage-1 clutches are a great choice street cars, heavy work trucks, and street/strip applications. This clutch module fits all 6L80E transmissions from 06 up and contain just the frictions for the entire unit. These clutches are double sided and keep the factory thickness.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"Raybestos 6L80E, Stage-1 Red Clutch Pack Module, Red Clutch Pack Module, Raybestos ","Raybestos 6L80E, Stage-1 Red Clutch Pack Module, Red Clutch Pack Module, Raybestos ",,FALSE,,,,,,,lb,,
6l80e-6l90e-kolene-steel-module,6L80E/6L90E Kolene Steel Module,"<p>This 6L80/6L90E kolene steel module kit comes with all the Steels needed to rebuild your 6L80/6L90E Transmission. These Kolene steels are stock thickness and designed to be a drop in for your factory unit. These kolene steel modules can be combined with any of the friction modules above and a great option for guys doing street / strip, heavy duty towing and hauling</p>",Raybestos,Transmission Parts,"6L80, 6L80E Kolene Steel Module, 6L90, Transmission Parts",TRUE,Title,Default Title,,,,,STMGM-06K,9072,,1,deny,manual,289,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/6L80E_Kolene_Steel_Module.jpg?v=1550524420,1,Transmission Parts,FALSE,6L80E / 6L90E Kolene Steel Module,"This 6L80 / 6L90E kolene steel module kit comes with all the Steels needed to rebuild your 6L80 / 6L90E Transmission. These Kolene steels are stock thickness and designed to be a drop in for your factory unit. These kolene steel modules can be combined with any of the friction modules above and a great option for guys doing street / strip, heavy duty towing and hauling",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"6L80E Kolene Steel Module, Kolene Steel Module, Raybestos","6L80E Kolene Steel Module, Kolene Steel Module, Raybestos",,FALSE,,,,,,,lb,,
raybestos-6l80e-6l90e-high-energy-clutch-pack-module,Raybestos 6L80E / 6L90E High Energy Clutch Pack Module,"<p>This Raybestos 6L80E/6L90E transmission clutch module contains all the clutches to rebuild your 6l80E/6L90E unit. This Module kit contains the frictions in all clutch packs. Steel Modules are sold separately below. These frictions are made with Raybestos High energy clutches, with their high energy friction material. The higher friction coefficients in these clutches make them a nice alternative to stock. This kit can be used with either steel modules listed below. Clutch count will remain the same as factory with this kit</p>",Raybestos,Transmission Parts,"6L80, 6L90, Raybestos 6L80E High Energy Clutch Pack Module, Transmission Parts",TRUE,Title,Default Title,,,,,RCP96-189,0,,1,deny,manual,91,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Raybestos_6L80E_High_Energy_Clutch_Pack_Module.jpg?v=1550524419,1,Transmission Parts,FALSE,,"This Raybestos 6L80E / 6L90E transmission clutch module contains all the clutches to rebuild your 6l80E / 6L90E unit. This Module kit contains the frictions in all clutch packs. Steel Modules are sold separately below. These frictions are made with Raybestos High energy clutches, with their high energy friction material. The higher friction coefficients in these clutches make them a nice alternative to stock. This kit can be used with either steel modules listed below. Clutch count will remain the same as factory with this kit",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"Raybestos 6L80E High Energy Clutch Pack Module, Clutch Pack Module, Raybestos ","Raybestos 6L80E High Energy Clutch Pack Module, Clutch Pack Module, Raybestos ",,FALSE,,,,,,,lb,,
8l90-performance-master-kit-with-raybestos-gpz-clutch-and-bonded-pistons,8L90 Performance Master Kit with Raybestos GPZ Clutch and Bonded Pistons,<p>8L90 Performance Master Kit with Raybestos GPZ Clutches and Bonded Pistons. 8L90 Stall Converter in many Stall Speeds Available. Contains upgraded friction components as well as friction component manufactured with the unique blend of GPZ high energy fibers for ultimate stress and high temperature durability.</p>,Raybestos,Transmission Parts,"8L90, 8L90 Performance Master Kit with Raybestos GPZ Clutch and Bonded Pistons, Transmission Parts",TRUE,Title,Default Title,,,,,RGPZ-019,9072,,1,deny,manual,711,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/8L90_Performance_Master_Kit_with_Raybestos_GPZ_Clutch_and_Bonded_Pistons.png?v=1550524418,1,Transmission Parts,FALSE,,8L90 Performance Master Kit with Raybestos GPZ Clutches and Bonded Pistons. 8L90 Stall Converter in many Stall Speeds Available. Contains upgraded friction components as well as friction component manufactured with the unique blend of GPZ high energy fibers for ultimate stress and high temperature durability.,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"8L90 Performance Master Kit with Raybestos GPZ Clutch and Bonded Pistons, Raybestos, Clutch and Bonded Pistons","8L90 Performance Master Kit with Raybestos GPZ Clutch and Bonded Pistons, Raybestos, Clutch and Bonded Pistons",,FALSE,,,,,,,lb,,
8l90-transmission-raybestos-hybrid-technology-clutch-module-2015,"8L90 Transmission, Raybestos Hybrid Technology Clutch Module 2015+",<p>Raybestos Powertrain’s innovative Hybrid Technology (HT) friction clutch plates deliver smoother shifts and more durability for every automatic transmission rebuild.</p>,Raybestos,Transmission Parts,"8L90, 8L90 Transmission, Raybestos Hybrid Technology Clutch Module 2015+, Transmission Parts",TRUE,Title,Default Title,,,,,RHT96-322,9072,,1,deny,manual,222,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/8L90_Transmission_Raybestos_Hybrid_Technology_Clutch_Module_2015.png?v=1550524417,1,Transmission Parts,FALSE,,Raybestos Powertrain’s innovative Hybrid Technology (HT) friction clutch plates deliver smoother shifts and more durability for every automatic transmission rebuild.,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"8L90 Transmission, Raybestos Hybrid Technology Clutch Module 2015+, Raybestos, Clutch Module","8L90 Transmission, Raybestos Hybrid Technology Clutch Module 2015+, Raybestos, Clutch Module",,FALSE,,,,,,,lb,,
8l90-raybestos-gpz-clutch-module-2015,8L90 Raybestos GPZ Clutch Module 2015+,<p>Contains upgraded friction components as well as friction component manufactured with the unique blend of GPZ high energy fibers for ultimate stress and high temperature durability.</p>,Raybestos,Transmission Parts,"8L90, 8L90 Raybestos GPZ Clutch Module 2015+, Transmission Parts",TRUE,Title,Default Title,,,,,RGPZ-019,9072,,1,deny,manual,229,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/8L90_Raybestos_GPZ_Clutch_Module_2015.png?v=1550524415,1,Transmission Parts,FALSE,,Contains upgraded friction components as well as friction component manufactured with the unique blend of GPZ high energy fibers for ultimate stress and high temperature durability.,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Transmission & Drivetrain Parts,Unisex,Adult,,"8L90 Raybestos GPZ Clutch Module 2015+, Raybestos, Clutch Module ","8L90 Raybestos GPZ Clutch Module 2015+, Raybestos, Clutch Module ",,FALSE,,,,,,,lb,,
custom-options-for-signature-series-fuel-efficient-synthetic-automatic-transmission-fluid-3,Custom options for Signature Series Fuel-Efficient Synthetic Automatic Transmission Fluid,,TK Performance & Auto,mw_product_option,pfs:hidden,TRUE,Title,Default Title,,,,,,0,,0,deny,manual,227,,FALSE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,
custom-options-for-signature-series-fuel-efficient-synthetic-automatic-transmission-fluid-2,Custom options for Signature Series Fuel-Efficient Synthetic Automatic Transmission Fluid,,TK Performance & Auto,mw_product_option,pfs:hidden,TRUE,Title,Default Title,,,,,,0,,0,deny,manual,227,,FALSE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,
custom-options-for-signature-series-fuel-efficient-synthetic-automatic-transmission-fluid-1,Custom options for Signature Series Fuel-Efficient Synthetic Automatic Transmission Fluid,,TK Performance & Auto,mw_product_option,pfs:hidden,TRUE,Title,Default Title,,,,,,0,,0,deny,manual,169,,FALSE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,
custom-options-for-signature-series-fuel-efficient-synthetic-automatic-transmission-fluid,Custom options for Signature Series Fuel-Efficient Synthetic Automatic Transmission Fluid,,TK Performance & Auto,mw_product_option,pfs:hidden,TRUE,Title,Default Title,,,,,,0,,0,deny,manual,227,,FALSE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,
custom-options-for-break-in-oil-sae-30,Custom options for Break-In Oil (SAE 30),,TK Performance & Auto,mw_product_option,pfs:hidden,TRUE,Title,Default Title,,,,,,0,,0,deny,manual,110,,FALSE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,
custom-options-for-signature-series-multi-vehicle-synthetic-automatic-transmission-fluid-1,Custom options for Signature Series Multi-Vehicle Synthetic Automatic Transmission Fluid,,TK Performance & Auto,mw_product_option,pfs:hidden,TRUE,Title,Default Title,,,,,,0,,0,deny,manual,179,,FALSE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,
custom-options-for-signature-series-multi-vehicle-synthetic-automatic-transmission-fluid,Custom options for Signature Series Multi-Vehicle Synthetic Automatic Transmission Fluid,,TK Performance & Auto,mw_product_option,pfs:hidden,TRUE,Title,Default Title,,,,,,0,,0,deny,manual,60,,FALSE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,
signature-series-multi-vehicle-synthetic-automatic-transmission-fluid,Signature Series Multi-Vehicle Synthetic Automatic Transmission Fluid,"<p>AMSOIL Signature Series Synthetic Automatic Transmission Fluid is specifically formulated to withstand the rigors of heavy towing, elevated temperatures and challenging terrain. It remains fluid in sub-zero temperatures and provides reserve protection during heavy use and even abuse.</p>",AMSOIL,Transmission Fluid,"Signature Series Multi-Vehicle Synthetic Automatic Transmission Fluid, Transmission Fluid Universal",TRUE,Title,Default Title,,,,,ATF1G-CA,0,,1,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Signature_Series_Multi-Vehicle_Synthetic_Automatic_Transmission_Fluid.jpg?v=1550375408,1,AMSOIL Transmission Fluid,FALSE,,"AMSOIL Signature Series Synthetic Automatic Transmission Fluid is specifically formulated to withstand the rigors of heavy towing, elevated temperatures and challenging terrain. It remains fluid in sub-zero temperatures and provides reserve protection during heavy use and even abuse.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"Signature Series Multi-Vehicle Synthetic Automatic Transmission Fluid, Transmission Fluid, Amsoil","Signature Series Multi-Vehicle Synthetic Automatic Transmission Fluid, Transmission Fluid, Amsoil",,FALSE,,,,,,,lb,,
signature-series-fuel-efficient-synthetic-automatic-transmission-fluid,Signature Series Fuel-Efficient Synthetic Automatic Transmission Fluid,"<p>AMSOIL Signature Series Synthetic Automatic Transmission Fluid is specifically formulated to withstand the rigors of heavy towing, elevated temperatures and challenging terrain. It remains fluid in sub-zero temperatures and provides reserve protection during heavy use and even abuse.</p>",AMSOIL,Transmission Fluid,"Signature Series Fuel-Efficient Synthetic Automatic Transmission Fluid, Transmission Fluid Universal",TRUE,Title,Default Title,,,,,ATLQT-EA,0,,1,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Signature_Series_Fuel-Efficient_Synthetic_Automatic_Transmission_Fluid.jpg?v=1550375407,1,AMSOIL Transmission Fluid,FALSE,,"AMSOIL Signature Series Synthetic Automatic Transmission Fluid is specifically formulated to withstand the rigors of heavy towing, elevated temperatures and challenging terrain. It remains fluid in sub-zero temperatures and provides reserve protection during heavy use and even abuse.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"Signature Series Fuel-Efficient Synthetic Automatic Transmission Fluid, Transmission Fluid, Amsoil","Signature Series Fuel-Efficient Synthetic Automatic Transmission Fluid, Transmission Fluid, Amsoil",,FALSE,,,,,,,lb,,
methanol-injection-2009-15-cts-v,Methanol Injection 2009-15 CTS-V,"<p>This is the cream of the crop of the LSA/LT4 factory supercharged engines. The Pre/Post Boost kit allows for 1 meth nozzle per cylinder in a lid spacer for even cylinder distribution, more accurate fueling, post boost cooling (after the air is compressed filling the manifold with hotter air), and ultimately resulting in more timing, safer air temps, and more POWER!</p>",Alkycontrol,Meth Kit,"meth kit, Methanol Injection 2009-15 CTS-V",TRUE,Title,Default Title,,,,,,9072,,1,deny,manual,699,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Methanol_Injection_2009-15_CTS-V.jpg?v=1548460458,1,Alkycontrol Meth Kit,FALSE,,"This is the cream of the crop of the LSA/LT4 factory supercharged engines. The Pre/Post Boost kit allows for 1 meth nozzle per cylinder in a lid spacer for even cylinder distribution, more accurate fueling, post boost cooling (after the air is compressed filling the manifold with hotter air), and ultimately resulting in more timing, safer air temps, and more POWER!","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Fuel Injection Cleaning Kits",Unisex,Adult,,"Methanol Injection 2009-15 CTS-V, meth kit, Alkycontrol Meth Kit","Methanol Injection 2009-15 CTS-V, meth kit, Alkycontrol Meth Kit",,FALSE,,,,,,,lb,,
methanol-injection-2016-cts-v,Methanol Injection 2016+CTS-V,"<p>This is the cream of the crop of the LSA/LT4 factory supercharged engines. The Pre/Post Boost kit allows for 1 meth nozzle per cylinder in a lid spacer for even cylinder distribution, more accurate fueling, post boost cooling (after the air is compressed filling the manifold with hotter air), and ultimately resulting in more timing, safer air temps, and more POWER!</p>",Alkycontrol,Meth Kit,"meth kit, Methanol Injection 2016+CTS-V",TRUE,Title,Default Title,,,,,,9072,,1,deny,manual,699,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Methanol_Injection_2016_CTS-V.jpg?v=1548460457,1,Alkycontrol Meth Kit,FALSE,,"This is the cream of the crop of the LSA/LT4 factory supercharged engines. The Pre/Post Boost kit allows for 1 meth nozzle per cylinder in a lid spacer for even cylinder distribution, more accurate fueling, post boost cooling (after the air is compressed filling the manifold with hotter air), and ultimately resulting in more timing, safer air temps, and more POWER!","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Fuel Injection Cleaning Kits",Unisex,Adult,,"Methanol Injection 2016+CTS-V, meth kit, Alkycontrol Meth Kit","Methanol Injection 2016+CTS-V, meth kit, Alkycontrol Meth Kit",,FALSE,,,,,,,lb,,
methanol-injection-pontiac-g8,Methanol Injection Pontiac G8,"<ul>
<li>4 Gallon Tank,</li>
<li>Controller,</li>
<li>Pump,</li>
<li>Wiring,</li>
<li>Hoses,</li>
<li>Your choice of MAP or MAF reference.</li>
<li>Manufactured by Alky Control.</li>
<li>Compatible with 100% methanol.</li>
<li><strong>Note: Some light fabrication is required for the install.</strong></li>
</ul>",Alkycontrol,Meth Kit,"meth  kit, Methanol Injection Pontiac G8",TRUE,Title,Default Title,,,,,,9072,,1,deny,manual,879,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Methanol_Injection_Pontiac_G8.jpg?v=1548460456,1,Alkycontrol Meth Kit,FALSE,,,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Fuel Injection Cleaning Kits",Unisex,Adult,,"Methanol Injection Pontiac G8, meth kit, Alkycontrol Meth Kit","Methanol Injection Pontiac G8, meth kit, Alkycontrol Meth Kit",,FALSE,,,,,,,lb,,
methanol-injection-chevy-ss,Methanol Injection Chevy SS,"<p><strong>Dual Nozzle Methanol Injection Kit</strong></p>
<ul>
<li>4 Gallon Tank,</li>
<li>Controller,</li>
<li>Pump,</li>
<li>Wiring,</li>
<li>Hoses,</li>
<li>Your choice of MAP or MAF reference.</li>
<li>Manufactured by Alky Control.</li>
<li>Compatible with 100% methanol.</li>
<li><strong>Note: Some light fabrication is required for the install.</strong></li>
</ul>",Alkycontrol,Meth Kit,"meth kit, Methanol Injection Chevy SS",TRUE,Title,Default Title,,,,,,9072,,1,deny,manual,879,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Methanol_injection_Chevy_SS.jpg?v=1548460454,1,Alkycontrol Meth Kit,FALSE,,,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Fuel Injection Cleaning Kits",Unisex,Adult,,"Methanol Injection Chevy SS, meth kit, Alkycontrol Meth Kit","Methanol Injection Chevy SS, meth kit, Alkycontrol Meth Kit",,FALSE,,,,,,,lb,,
